四川师范大学2017年物理与电子工程学院实验室建设采购项目公开招标结果公告,http://202.61.88.152:9002/view/staticpags/jggg/2017-06-06/d60156d216fb4b73a099d8a23ac6cd28.html
成都中医药大学附属医院2017年医疗设备采购项目（第二次）公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-06-06/5405865ddf884352977d5dbd7b0bd100.html
"锟侥达拷省锟斤拷元锟斤拷锟斤拷,锟侥达拷省锟斤拷锟斤拷锟斤拷锟斤拷,锟侥达拷省锟斤拷锟斤拷锟斤拷锟斤拷2017锟斤拷锟斤拷锟斤犯锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷(锟斤拷锟斤拷锟斤拷锟斤拷)锟缴癸拷锟斤拷目锟斤拷锟斤拷锟叫憋拷锟缴癸拷锟斤拷锟斤拷锟斤拷锟斤拷",http://202.61.88.152:9002/view/staticpags/gzgg/2017-06-06/f1b2c3d1c74140c69f08d1675e21cd7c.html
"锟侥达拷省锟斤拷山锟斤拷锟斤拷,锟侥达拷省锟斤拷锟斤拷锟斤拷锟斤拷,锟侥达拷省锟斤拷锟窖硷拷锟斤拷2017锟斤拷锟斤拷锟斤犯锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷(锟斤拷锟斤拷锟斤拷锟斤拷)锟缴癸拷锟斤拷目锟斤拷锟斤拷锟叫憋拷锟缴癸拷锟斤拷锟斤拷锟斤拷锟斤拷",http://202.61.88.152:9002/view/staticpags/gzgg/2017-06-06/098a8a14b7374ca5a4ee109d7456b618.html
宜宾学院教学实验实训平台设备采购项目（第二次）公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-06-06/66fefb20f75c46739d290b32397fe39a.html
四川省卫生和计划生育信息中心四川省基层医疗卫生机构管理信息系统省级灾备中心托管服务政府采购竞争性磋商结果公告,http://202.61.88.152:9002/view/staticpags/jggg/2017-06-06/fc09ac06e39b40b886b1bb0e9a697d60.html
四川省教育管理信息中心四川省教育管理信息中心四川省民族地区教育信息管理系统公开招标采购更正公告,http://202.61.88.152:9002/view/staticpags/gzgg/2017-06-06/67941e4ad1134b329501225dafb81e3f.html
川北医学院大门改建工程竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-06-06/04a1a90156fe4235ad41781d757b4aa4.html
四川民族学院实验室设备采购及环境搭建项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-06-06/adcc9a7b3ea14e24a920159eb52f0559.html
四川省环境监测总站超级站综合管理决策系统建设及自动称量系统运行维护等项目更正公告,http://202.61.88.152:9002/view/staticpags/gzgg/2017-06-06/0e26204d683943afaeabc17067ee22fa.html
